genome	taxgroup	taxclade	genome_type	depth	lat	lon	cruise	station	date	ocean	location	siderophore	n_genomes	n_markers	n_msets	complete	contami	strain_het	genome_size	n_ambig_bp	n_scaffolds	n_contigs	N50_scaff	N50_contig	mean_scaff_len	mean_contig_len	longest_scaff	longest_contig	perc_gc	gc_stdev	code_dens	translation	n_genes	n0_markers	n1_markers	n2_markers	n3_markers	n4_markers	n5_markers
AG-347-K23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	50.72	0	0	837619	0	29	29	72825	72825	28883	28883	116470	116470	31.7	1.96	90.93	11	963	363	367	0	0	0	0
AG-347-L02	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	91.67	0	0	1534788	0	36	36	90955	90955	42633	42633	268963	268963	31.3	2	90.52	11	1770	49	681	0	0	0	0
AG-347-L13	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	1	18	730	228	59.59	0	0	971350	0	25	25	94930	94930	38854	38854	315851	315851	31.8	2.41	91.49	11	1085	245	485	0	0	0	0
AG-347-L17	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	91.83	0	0	1517440	0	35	35	106080	106080	43355	43355	225212	225212	31.3	2.75	90.67	11	1738	50	680	0	0	0	0
AG-347-L19	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	78.84	0	0	1303229	0	49	49	46455	46455	26596	26596	210565	210565	31.3	2.14	91.26	11	1493	137	593	0	0	0	0
AG-347-L20	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	97.23	0	0	1649271	0	36	36	105136	105136	45813	45813	319667	319667	31.1	2.28	90.64	11	1918	30	700	0	0	0	0
AG-347-L21	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	83.88	0.15	0	1409046	0	49	49	73913	73913	28756	28756	192401	192401	31.3	3.31	90.69	11	1667	126	603	1	0	0	0
AG-347-M08	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	92.46	0	0	1476354	0	25	25	198817	198817	59054	59054	247990	247990	31.3	1.83	90.87	11	1732	47	683	0	0	0	0
AG-347-M15	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	89.25	0	0	1477666	0	38	38	108142	108142	38885	38885	196980	196980	31.1	2.92	90.62	11	1726	99	631	0	0	0	0
AG-347-M18	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	84.39	0.44	0	1369540	0	45	45	77192	77192	30434	30434	176443	176443	31.4	3.44	90.97	11	1574	110	619	1	0	0	0
AG-347-M23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	90.11	0	0	1505696	0	42	42	90551	90551	35849	35849	219944	219944	31.7	3.51	91.37	11	1706	65	665	0	0	0	0
AG-347-N19	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	88.6	0	0	1418234	0	50	50	69068	69068	28364	28364	149078	149078	31.5	2.65	90.99	11	1636	80	650	0	0	0	0
AG-347-N23	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	63.2	0.33	100	1050155	0	60	60	30694	30694	17502	17502	114283	114283	31.7	2.58	90.97	11	1221	280	448	2	0	0	0
AG-347-O22	prochlorococcus	proHL2	sag	5	23.75	-158	HOT214	ALOHA	8/19/09	n_pacific	HOT	0	18	730	228	88.02	0	0	1405589	0	42	42	105728	105728	33466	33466	271283	271283	31.6	2.32	91.25	11	1615	77	653	0	0	0	0
AG-402-A04	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	81.2	0	0	1300179	0	44	44	60830	60830	29549	29549	130416	130416	31.7	1.69	91.14	11	1430	123	607	0	0	0	0
AG-402-C22	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	77.39	0	0	1171404	0	46	46	44662	44662	25465	25465	108570	108570	31.8	3.15	92.16	11	1295	129	601	0	0	0	0
AG-402-F05	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	87.22	0	0	1629827	0	45	45	88171	88171	36218	36218	260317	260317	31.3	3.09	89.64	11	1839	70	660	0	0	0	0
AG-402-G23	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	71.73	0.11	100	1207067	0	42	42	53785	53785	28739	28739	180908	180908	31.7	2.21	90.19	11	1386	202	527	1	0	0	0
AG-402-I23	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	88.85	0.11	0	1416706	0	37	37	80116	80116	38289	38289	119694	119694	31.3	2.39	90.75	11	1652	106	623	1	0	0	0
AG-402-K16	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	88.82	0.11	0	1668702	0	51	51	92388	92388	32719	32719	250425	250425	31.4	2.25	90.07	11	1927	74	655	1	0	0	0
AG-402-K21	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	98.79	0	0	1635769	0	20	20	154426	154426	81788	81788	200633	200633	31.2	4.52	90.23	11	1886	11	719	0	0	0	0
AG-402-K22	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	86.83	0	0	1522735	0	48	48	62145	62145	31723	31723	141003	141003	31.6	3.69	90.92	11	1675	89	641	0	0	0	0
AG-402-L23	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	1	18	730	228	95.66	0	0	1662945	0	52	52	94421	94421	31979	31979	243201	243201	31.4	3.87	90.13	11	1869	36	694	0	0	0	0
AG-402-M15	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	98.56	0.11	0	1605846	0	26	26	109456	109456	61763	61763	239388	239388	31	1.93	90.03	11	1853	13	716	1	0	0	0
AG-402-N08	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	94.16	0.15	0	1614457	0	28	28	123832	123832	57659	57659	252564	252564	31.2	1.8	90.71	11	1835	36	693	1	0	0	0
AG-402-N17	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	65.45	0.44	100	1144060	0	36	36	62647	62647	31779	31779	215861	215861	31.3	2.46	89.01	11	1358	240	489	1	0	0	0
AG-402-N23	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	78.12	0	0	1311270	0	49	49	55582	55582	26760	26760	169798	169798	31.6	2.41	90.55	11	1511	122	608	0	0	0	0
AG-402-O16	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	92.81	0	0	1493356	0	30	30	89688	89688	49778	49778	271818	271818	31.3	1.9	90.91	11	1732	43	687	0	0	0	0
AG-402-O23	prochlorococcus	proHL2	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	45.78	0	0	791578	0	34	34	41994	41994	23281	23281	139399	139399	31.4	1.68	91.41	11	933	373	357	0	0	0	0
AG-670-J21	prochlorococcus	proHL2	sag	5	28.14	-158	GRADIENT	4	4/22/16	n_pacific	GRADIENT	0	18	730	228	42.75	0.15	0	712761	0	67	67	15920	15920	10638	10638	35671	35671	31.9	3	92.32	11	788	389	340	1	0	0	0
AG-670-M15	prochlorococcus	proHL2	sag	5	28.14	-158	GRADIENT	4	4/22/16	n_pacific	GRADIENT	0	18	730	228	69.53	0.11	0	1169690	0	75	75	23614	23614	15595	15595	74009	74009	31.6	2.47	90.95	11	1328	195	534	1	0	0	0
AG-670-M18	prochlorococcus	proHL2	sag	5	28.14	-158	GRADIENT	4	4/22/16	n_pacific	GRADIENT	0	18	730	228	54.99	0.09	100	833491	0	83	83	18636	18636	10042	10042	57439	57439	32	2.87	91.51	11	996	317	412	1	0	0	0
AG-670-O19	prochlorococcus	proHL2	sag	5	28.14	-158	GRADIENT	4	4/22/16	n_pacific	GRADIENT	0	18	730	228	46.37	0.08	0	746243	0	89	89	13233	13233	8384	8384	31633	31633	31.3	2.59	91.57	11	873	367	361	2	0	0	0
REDSEA-S17-B1	prochlorococcus	proHL2	mag							red_sea		0	18	730	228	63.38	4.96	10.81	1067499	2737	152	186	8240	7141	7023	5724	26046	26046	31	2.17	89.28	11	1415	281	414	34	1	0	0
REDSEA-S22-B1	prochlorococcus	proHL2	mag							red_sea		0	18	730	228	62.03	5.71	10	1010391	1521	113	134	11612	10589	8941	7528	59783	59778	31.1	1.98	90.44	11	1286	313	379	30	6	2	0
REDSEA-S28-B1	prochlorococcus	proHL2	mag							red_sea		0	18	730	228	57.16	3.93	6.67	926852	487	101	110	12827	12544	9176	8421	34844	34844	31.3	2.18	92.38	11	1157	331	373	24	2	0	0
RS01	prochlorococcus	proHL2	isolate	10						red_sea		0	18	730	228	100	0.14	0	1657699	100	1	1	1657699	1657599	1657699	1657599	1657699	1657599	31.4	0	90.95	11	1898	0	728	2	0	0	0
RS04	prochlorococcus	proHL2	isolate	10						red_sea		0	18	730	228	100	0	0	1656322	100	1	1	1656322	1656222	1656322	1656222	1656322	1656222	31.4	0	90.95	11	1897	0	730	0	0	0	0
RS50	prochlorococcus	proHL2	isolate	10						red_sea		0	18	730	228	100	0	0	1656133	100	1	1	1656133	1656033	1656133	1656033	1656133	1656033	31.4	0	90.96	11	1898	0	730	0	0	0	0
AAA795-F05	prochlorococcus	proHL2	sag							red_sea		0	18	730	228	89.07	0.15	0	1372663	0	20	20	125993	125993	68633	68633	500623	500623	31.4	2.16	91.53	11	1576	115	614	1	0	0	0
AAA795-I06	prochlorococcus	proHL2	sag							red_sea		0	18	730	228	81.48	0	0	1331900	0	19	19	221123	221123	70100	70100	519987	519987	31.2	2.23	91.08	11	1528	116	614	0	0	0	0
AAA795-I15	prochlorococcus	proHL2	sag							red_sea		0	18	730	228	78.53	0.01	100	1207876	0	31	31	64916	64916	38963	38963	167271	167271	31.4	2.72	91.64	11	1395	139	590	1	0	0	0
AAA795-J16	prochlorococcus	proHL2	sag							red_sea		0	18	730	228	86.97	0	0	1431631	0	19	19	179685	179685	75349	75349	244384	244384	31	2.12	90.78	11	1636	98	632	0	0	0	0
AAA795-M23	prochlorococcus	proHL2	sag							red_sea		0	18	730	228	86.04	0.25	0	1410672	0	23	23	111624	111624	61333	61333	389688	389688	31.2	2.29	90.4	11	1662	105	623	2	0	0	0
AG-442-B03	prochlorococcus	proHL2	sag	20	-34.98	16.02	GA10(L1)	9	11/10/10	s_atlantic	GA10	0	18	730	228	95.21	0.26	0	1490193	0	30	30	92433	92433	49673	49673	313760	313760	31.2	2.04	90.08	11	1741	53	675	2	0	0	0
AG-442-N07	prochlorococcus	proHL2	sag	20	-34.98	16.02	GA10(L1)	9	11/10/10	s_atlantic	GA10	0	18	730	228	90.12	0	0	1443471	0	33	33	90452	90452	43741	43741	206148	206148	31.3	2.33	91.68	11	1655	64	666	0	0	0	0
MIT9107	prochlorococcus	proHL2	isolate	25	-15	-135			8/8/91	s_pacific		0	18	730	228	100	0	0	1698774	0	12	12	170362	170362	141564	141564	322433	322433	31	1.62	89.41	11	1947	0	730	0	0	0	0
MIT9116	prochlorococcus	proHL2	isolate	25	-15	-135			8/8/91	s_pacific		0	18	730	228	99.56	0.51	100	1680089	0	18	18	117620	117620	93338	93338	250154	250154	31	1.51	89.56	11	1935	3	725	2	0	0	0
MIT9123	prochlorococcus	proHL2	isolate	25	-15	-135			8/8/91	s_pacific		0	18	730	228	100	0.44	100	1696089	0	17	17	137374	137374	99769	99769	307275	307275	31	1.37	89.46	11	1953	0	728	2	0	0	0
MIT9201	prochlorococcus	proHL2	isolate	0	-12	-145.41667	Fiji	Fiji	9/26/92	s_pacific		1	18	730	228	100	0.18	100	1672416	0	21	21	145955	145955	79638	79638	299563	299563	31.3	1.66	90.57	11	1966	0	728	2	0	0	0
MIT9202	prochlorococcus	proHL2	isolate	79	-12	-145.41667	Fiji	Fiji	9/26/92	s_pacific		1	18	730	228	99.85	0	0	1691453	1066	1	6	1691453	1025927	1691453	281731	1691453	1025927	31.1	0	89.72	11	1961	1	729	0	0	0	0
MIT9215	prochlorococcus	proHL2	isolate	5	0	-140			10/3/92	s_pacific		0	18	730	228	100	0	0	1738790	0	1	1	1738790	1738790	1738790	1738790	1738790	1738790	31.1	0	89.68	11	1986	0	730	0	0	0	0
AG-335-J02	prochlorococcus	proHL2	sag	14	-26.25	-103.96	BIGRAPA	7	12/8/10	s_pacific	BIGRAPA	0	18	730	228	35.73	0	0	489314	0	32	32	34775	34775	15291	15291	51776	51776	31.4	2.52	92.51	11	558	480	250	0	0	0	0
AG-449-C14	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	70.49	0.49	66.67	1182250	0	70	70	27675	27675	16889	16889	86612	86612	31.6	2.53	90.1	11	1411	225	499	6	0	0	0
AG-449-D16	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	39.59	0	0	704000	0	42	42	35736	35736	16761	16761	73658	73658	31.8	2.45	88.22	11	847	408	322	0	0	0	0
AG-449-D22	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	35.54	0.88	50	627479	0	59	59	15173	15173	10635	10635	44792	44792	31.7	2.43	90.3	11	748	465	263	2	0	0	0
AG-449-G23	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	86.98	0.22	50	1406930	0	41	41	69766	69766	34315	34315	201703	201703	31.4	2.08	89.84	11	1664	93	635	2	0	0	0
AG-449-J16	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	81.79	0.15	100	1322195	0	52	52	49735	49735	25426	25426	114467	114467	31.5	1.99	90.82	11	1564	156	573	1	0	0	0
AG-449-K21	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	38.96	0	0	705748	0	40	40	32937	32937	17643	17643	155181	155181	31.9	2.58	89.8	11	830	415	315	0	0	0	0
AG-449-O05	prochlorococcus	proHL2	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	64.98	0	0	1028885	0	68	68	28785	28785	15130	15130	119309	119309	31.5	2.42	90.1	11	1255	270	460	0	0	0	0
AG-455-E04	prochlorococcus	proHL2	sag	50	-30	174	GP13(L1)	22	5/24/11	s_pacific	GP13	0	18	730	228	35.2	0.72	100	560841	0	59	59	13953	13953	9505	9505	28655	28655	31.9	2.87	89.92	11	692	484	240	6	0	0	0
AG-455-E15	prochlorococcus	proHL2	sag	50	-30	174	GP13(L1)	22	5/24/11	s_pacific	GP13	0	18	730	228	52.71	0.04	0	824644	0	77	77	17754	17754	10709	10709	37759	37759	31.9	2.32	91.6	11	976	323	406	1	0	0	0
AG-459-A02	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	58.55	0.15	100	975842	0	75	75	22634	22634	13011	13011	76629	76629	31.4	3.46	90.61	11	1134	324	405	1	0	0	0
AG-459-B06	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	74.18	0	0	1181521	0	56	56	59322	59322	21098	21098	98283	98283	31.4	2.41	91	11	1413	198	532	0	0	0	0
AG-459-D04	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	70.04	0.55	80	1144341	0	67	67	26486	26486	17079	17079	91614	91614	31.5	1.72	90.63	11	1315	217	508	5	0	0	0
AG-459-E08	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	64.88	0	0	1136400	0	51	51	47413	47413	22282	22282	109026	109026	31	2.43	90.58	11	1319	246	484	0	0	0	0
AG-459-J14	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	63.86	0.55	100	1090331	0	62	62	28585	28585	17585	17585	98146	98146	31.4	3.13	91.53	11	1260	228	499	3	0	0	0
AG-459-N19	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	78.32	0	0	1329883	0	51	51	79698	79698	26076	26076	183315	183315	31.5	2.23	90.18	11	1553	155	575	0	0	0	0
AG-459-O09	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	74.41	0	0	1228265	0	76	76	29324	29324	16161	16161	102073	102073	31.4	2.14	90.37	11	1433	172	558	0	0	0	0
AG-459-P20	prochlorococcus	proHL2	sag	75	-32.5	-170	GP13(L1)	38	5/31/11	s_pacific	GP13	0	18	730	228	48.12	0	0	812227	0	73	73	18521	18521	11126	11126	62776	62776	31	2.8	90.43	11	972	371	359	0	0	0	0
AS9601	prochlorococcus	proHL2	isolate	50	-19	67			11/1/95			0	18	730	228	99.89	0	0	1669886	0	1	1	1669886	1669886	1669886	1669886	1669886	1669886	31.3	0	90.84	11	1891	1	729	0	0	0	0
UH18301	prochlorococcus	proHL2	isolate						7/14/07			0	18	730	228	98.43	0	0	1654648	0	18	18	161809	161809	91924	91924	346194	346194	31.2	1.51	90.06	11	1991	7	723	0	0	0	0
AG-418-C09	prochlorococcus	proHL3	sag	60	24	-22	GA03(L1)	7	10/24/10	n_atlantic	GA03	0	18	730	228	90.91	0.92	0	1600365	0	32	32	189106	189106	50011	50011	355584	355584	33.1	2.6	91.59	11	1800	52	672	6	0	0	0
HNLC2	prochlorococcus	proHL3	mag							n_pacific		0	18	730	228	92.19	0.17	50	1484494	2700	1	28	1484494	118650	1484494	52921	1484494	224989	30.4	0	88.69	11	1763	30	696	4	0	0	0
W03	prochlorococcus	proHL3	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	11.28	0	0	241232	0	30	30	13761	13761	8041	8041	25632	25632	30.5	3.62	88.2	11	316	603	127	0	0	0	0
W05	prochlorococcus	proHL3	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	3.91	0	0	59191	0	13	13	5521	5521	4553	4553	11787	11787	29.2	4.02	81.39	11	88	714	16	0	0	0	0
W07	prochlorococcus	proHL3	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	47.43	0	0	864754	0	43	43	39428	39428	20110	20110	108005	108005	30.6	2.64	89.89	11	1004	331	399	0	0	0	0
W08	prochlorococcus	proHL3	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	55.73	0	0	818462	0	25	25	91651	91651	32738	32738	124095	124095	31.3	2.23	91.64	11	901	283	447	0	0	0	0
W09	prochlorococcus	proHL3	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	19.44	0.19	0	314758	0	60	60	6252	6252	5245	5245	17912	17912	30.6	3.38	85.03	11	462	604	124	2	0	0	0
AG-321-K11	prochlorococcus	proHL3	sag	14	-23.46	-88.77	BIGRAPA	4	11/29/10	s_pacific	BIGRAPA	0	18	730	228	13.53	0.44	100	214142	0	29	29	10882	10882	7384	7384	25936	25936	31.2	2.9	93.94	11	249	585	144	1	0	0	0
SP3034	prochlorococcus	proHL3	mag									0	18	730	228	49.35	2.78	45	792564	655	17	17	56418	56418	46621	46582	126453	125963	30.5	1.82	93.1	11	836	357	353	20	0	0	0
HNLC1	prochlorococcus	proHL4	mag							n_pacific		0	18	730	228	95.34	0.78	60	1569623	3500	1	36	1569623	118040	1569623	43503	1569623	205335	29.8	0	86.8	11	1992	24	701	5	0	0	0
W02	prochlorococcus	proHL4	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		1	18	730	228	72.54	0.19	0	1220951	0	62	62	50177	50177	19692	19692	127061	127061	30.5	3.01	88.43	11	1445	175	553	2	0	0	0
W04	prochlorococcus	proHL4	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		1	18	730	228	35.41	0.29	50	721981	0	50	50	26740	26740	14439	14439	58738	58738	29.8	3.2	86.16	11	930	494	234	2	0	0	0
W10	prochlorococcus	proHL4	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	17.79	0	0	367907	2	73	73	5652	5652	5039	5039	22676	22676	30.5	2.45	83.81	11	555	589	141	0	0	0	0
W11	prochlorococcus	proHL4	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		0	18	730	228	39.49	0.23	0	705998	0	62	62	22639	22639	11387	11387	60189	60189	30.6	3.2	89.15	11	813	395	332	3	0	0	0
W12	prochlorococcus	proHL4	sag	15	7.5167	167.005	marshall_islands	marshall_islands		n_pacific		1	18	730	228	17.31	0	0	308644	0	55	55	6829	6829	5611	5611	27866	27866	29.4	4.07	80.14	11	467	640	90	0	0	0	0
AG-363-B18	prochlorococcus	proHL6	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	92.18	0	0	1553528	0	23	23	194264	194264	67544	67544	268728	268728	31	2.87	90.1	11	1768	36	694	0	0	0	0
AG-363-L17	prochlorococcus	proHL6	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	56.05	0.64	0	1043499	0	40	40	44155	44155	26087	26087	93311	93311	32.4	3.21	91.32	11	1137	307	418	5	0	0	0
AG-363-P06	prochlorococcus	proHL6	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	97.64	0	0	1694833	0	19	19	131361	131361	89201	89201	271982	271982	30.8	1.58	89.79	11	1889	9	721	0	0	0	0
AG-409-A22	prochlorococcus	proHL6	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	61.97	0	0	1075198	0	47	47	46860	46860	22876	22876	144082	144082	31.2	2.45	88.86	11	1237	257	473	0	0	0	0
AG-409-E23	prochlorococcus	proHL6	sag	100	9.55	-50.47	GA02(L2)	35	6/28/10	n_atlantic	GA02	0	18	730	228	50.9	0.22	100	783108	0	31	31	55082	55082	25261	25261	270657	270657	32	1.83	90.89	11	854	321	408	1	0	0	0
AG-412-F02	prochlorococcus	proHL6	sag	100	24.71	-67.07	GA02(L2)	25	6/17/10	n_atlantic	GA02	0	18	730	228	76.14	0	0	1291860	0	51	51	45052	45052	25330	25330	241114	241114	31	3.22	90.02	11	1464	178	552	0	0	0	0
AG-436-B23	prochlorococcus	proHL6	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	47.72	0	0	716213	0	41	41	31752	31752	17468	17468	86795	86795	31.7	3	89.81	11	825	364	366	0	0	0	0
AG-436-C05	prochlorococcus	proHL6	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	68.15	0.55	66.67	1136101	0	40	40	51187	51187	28402	28402	152678	152678	30.9	2.01	87.83	11	1312	245	482	3	0	0	0
AG-436-O11	prochlorococcus	proHL6	sag	72	17.4	-24.5	GA03(L2)	24	12/10/11	n_atlantic	GA03	0	18	730	228	78.35	0	0	1279919	0	36	36	65380	65380	35553	35553	219451	219451	31.2	2.01	89.19	11	1473	155	575	0	0	0	0
AG-402-K10	prochlorococcus	proHL6	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	93.22	0.07	0	1533944	0	34	34	102368	102368	45116	45116	271658	271658	30.9	2.47	89.67	11	1735	38	691	1	0	0	0
AG-402-L18	prochlorococcus	proHL6	sag	100	23.75	-158	HOT216	ALOHA	11/4/09	n_pacific	HOT	0	18	730	228	84.53	0	0	1403113	0	44	44	58072	58072	31888	31888	166811	166811	30.7	1.69	90.81	11	1600	101	629	0	0	0	0
AG-449-P16	prochlorococcus	proHL6	sag	50	-30	156	GP13(L1)	4	5/16/11	s_pacific	GP13	0	18	730	228	64.02	0	0	1064203	0	46	46	40023	40023	23134	23134	119562	119562	31.4	2.14	90.77	11	1227	271	459	0	0	0	0
MED630	prochlorococcus	proLL1	mag							mediterranean		0	18	730	228	79.57	1.98	100	1285346	6268	63	63	23880	23742	20402	20302	60525	60276	35.3	1.71	90.21	11	1466	137	578	15	0	0	0
MIT0801	prochlorococcus	proLL1	isolate	40	32.116666	-64.283333			3/25/08	n_atlantic	BATS	0	18	730	228	99.56	0	0	1929203	0	1	1	1929203	1929203	1929203	1929203	1929203	1929203	34.9	0	86.93	11	2199	1	729	0	0	0	0
NATL1A	prochlorococcus	proLL1	isolate	30	37.06667	-40			4/1/90	n_atlantic		0	18	730	228	100	0	0	1864731	0	1	1	1864731	1864731	1864731	1864731	1864731	1864731	35	0	86.95	11	2155	0	730	0	0	0	0
NATL2A	prochlorococcus	proLL1	isolate	10	37.066666	-40			4/1/90	n_atlantic		0	18	730	228	100	0	0	1842899	0	1	1	1842899	1842899	1842899	1842899	1842899	1842899	35.1	0	87.16	11	2117	0	730	0	0	0	0
AG-363-A03	prochlorococcus	proLL1	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	73.78	0	0	1373588	0	64	64	40441	40441	21462	21462	116627	116627	35.1	2.11	86.52	11	1641	177	553	0	0	0	0
AG-363-A04	prochlorococcus	proLL1	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	52	0.29	100	1025160	0	32	32	52764	52764	32036	32036	194276	194276	34.1	2.35	85.3	11	1242	357	371	2	0	0	0
AG-363-B05	prochlorococcus	proLL1	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	63.98	0	0	1085527	0	37	37	47245	47245	29338	29338	206187	206187	34.4	2.71	86.93	11	1230	265	465	0	0	0	0
AG-363-B19	prochlorococcus	proLL1	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	42	0	0	859267	0	33	33	46030	46030	26038	26038	114464	114464	34.3	2.21	84.31	11	1004	404	326	0	0	0	0
AG-363-G03	prochlorococcus	proLL1	sag	100	31.07	-64.17	BATS252	BATS	11/7/09	n_atlantic	BATS	0	18	730	228	56.87	0	0	1206512	0	61	61	36210	36210	19778	19778	143412	143412	34.6	2.6	86.09	11	1491	326	404	0	0	0	0
